REPORT_ID,EXPENSE_TYPE,TRANSACTION_DATE,EMPLOYEE_ID,EMPLOYEE_NAME,DEPARTMENT,COST_CENTER,JOB_TITLE,HOME_CITY,TRIP_PURPOSE,PAYMENT_METHOD,ORIGIN_IATA,DESTINATION_IATA,ORIGIN_CITY,DESTINATION_CITY,DISTANCE_KM,AIRLINE_CODE,AIRLINE_NAME,FLIGHT_NUMBER,CABIN_CLASS,HOTEL_NAME,HOTEL_CITY,CHECK_IN_DATE,CHECK_OUT_DATE,GROUND_TRANSPORT_TYPE,AMOUNT,CURRENCY,REIMBURSABLE,POLICY_COMPLIANT,POLICY_EXCEPTION_REASON,EMISSION_FACTOR_KGCO2E_PER_KM_OR_NIGHT,ESTIMATED_EMISSIONS_KGCO2E,APPROVAL_STATUS,RECEIPT_ATTACHED,NOTES
RPT-010273,Hotel,24-10-2023,EMP-0115,Arun Patel,Sales,CC-SAL-003,Sales Director,Ahmedabad,Conference,Personal Card,,,,,,,,,,Taj Falaknuma,Hyderabad,24-10-2023,25-10-2023,,36577.77,INR,Yes,No,Hotel rate exceeds INR 15000/night policy cap,20.5,20.5,Pending,Yes,
RPT-010274,Air Travel,10-12-2023,EMP-0115,Arun Patel,Sales,CC-SAL-003,Sales Director,Ahmedabad,Board Meeting,Corporate Card,DEL,AMD,Delhi,Ahmedabad,950,6E,SpiceJet,6E747,First,,,,,,62050.28,INR,Yes,No,Domestic business/first not permitted without VP approval,0.255,242.25,Approved,Yes,
RPT-010275,Ground - Bus,28-03-2023,EMP-0045,Amit Kulkarni,Supply Chain,CC-SCM-001,Manager,Pune,Project Review,Corporate Card,,,,,,,,,,,,,,Bus,7597.86,INR,No,Yes,,0.17,4.76,Approved,Yes,
RPT-010276,Air Travel,23-07-2023,EMP-0180,Ananya Banerjee,Operations,CC-OPS-001,AGM,Kolkata,Client Meeting,Corporate Card,BOM,MAA,Mumbai,Chennai,,6E,Air India,6E876,Business,,,,,,45324.43,INR,Yes,No,Domestic business/first not permitted without VP approval,,,Approved,Yes,
RPT-010277,Hotel,09-10-2023,EMP-0011,Rajesh Sharma,Finance,CC-FIN-001,VP Finance,Mumbai,Training,Corporate Card,,,,,,,,,,Hilton Midtown,New York,09-10-2023,14-10-2023,,3448.85,USD,Yes,Yes,,20.5,102.5,Approved,Yes,
RPT-010278,Ground - Bus,25-05-2024,EMP-0154,Deepa Krishnan,Projects,CC-PRJ-002,Project Lead,Chennai,Training,Corporate Card,,,,,,,,,,,,,,Bus,3431.74,INR,Yes,Yes,,0.17,29.75,Pending,Yes,
RPT-010279,Air Travel,04-02-2024,EMP-0102,Meera Iyer,Procurement,CC-PRO-001,GM Procurement,Mumbai,Client Meeting,Corporate Card,DEL,SIN,Delhi,Singapore,4101,SQ,Singapore Airlines,SQ882,Economy,,,,,,35875.66,GBP,Yes,Yes,,0.195,799.7,Rejected,Yes,
RPT-010280,Ground - Auto Rickshaw,11-06-2023,EMP-0206,Lakshmi Pillai,R&D,CC-RND-001,Scientist,Bangalore,Board Meeting,Personal Card,,,,,,,,,,,,,,Auto Rickshaw,1124.57,INR,Yes,Yes,,0.149,4.77,Approved,Yes,
RPT-010281,Air Travel,03-09-2023,EMP-0128,Kavitha Menon,Legal,CC-LEG-001,Head Legal,Bangalore,Conference,Corporate Card,DEL,CDG,Delhi,Paris,6567,AF,Air France,AF303,Business,,,,,,387137.94,INR,Yes,Yes,,0.585,3841.69,Rejected,Yes,
RPT-010282,Air Travel,06-10-2024,EMP-0102,Meera Iyer,Procurement,CC-PRO-001,GM Procurement,Mumbai,Audit,Cash,MAA,HYD,Chennai,Hyderabad,628,6E,Air India,6E453,Economy,,,,,,17042.16,INR,Yes,Yes,,0.255,320.28,Approved,No,
RPT-010283,Air Travel,15-04-2023,EMP-0167,Rohit Joshi,Finance,CC-FIN-002,Analyst,Pune,Client Meeting,Corporate Card,DEL,JFK,Delhi,New York,11755,UA,United Airlines,UA501,Economy,,,,,,67920.36,INR,Yes,Yes,,0.195,2292.22,Approved,Yes,
RPT-010284,Ground - Taxi,14-07-2023,EMP-0219,Nikhil Desai,Procurement,CC-PRO-002,Analyst,Mumbai,Board Meeting,Corporate Card,,,,,,,,,,,,,,Taxi,639.67,INR,No,Yes,,0.149,1.34,Approved,No,
RPT-010285,Ground - Bus,30-03-2024,EMP-0102,Meera Iyer,Procurement,CC-PRO-001,GM Procurement,Mumbai,Site Visit,Cash,,,,,,,,,,,,,,Bus,862.04,INR,Yes,Yes,,0.17,42.67,Approved,Yes,
RPT-010286,Air Travel,22-11-2023,EMP-0141,Sanjay Gupta,Strategy,CC-STR-001,CEO,Mumbai,Audit,Cash,DEL,AMD,Delhi,Ahmedabad,950,6E,SpiceJet,6E749,Business,,,,,,45660.76,INR,Yes,No,Domestic business/first not permitted without VP approval,0.255,242.25,Approved,Yes,
RPT-010287,Ground - Bus,05-03-2023,EMP-0011,Rajesh Sharma,Finance,CC-FIN-001,VP Finance,Mumbai,Audit,Personal Card,,,,,,,,,,,,,,Bus,1832.54,INR,Yes,Yes,,,,Approved,No,
RPT-010288,Ground - Uber/Ola,03-05-2023,EMP-0011,Rajesh Sharma,Finance,CC-FIN-001,VP Finance,Mumbai,Audit,Cash,,,,,,,,,,,,,,Uber/Ola,1480.07,INR,No,Yes,,0.149,4.62,Approved,Yes,
RPT-010289,Air Travel,21-12-2024,EMP-0115,Arun Patel,Sales,CC-SAL-003,Sales Director,Ahmedabad,Training,Corporate Card,DEL,JFK,Delhi,New York,,UA,United Airlines,UA775,Business,,,,,,176279.86,GBP,Yes,Yes,,,,Approved,Yes,
RPT-010290,Air Travel,20-12-2024,EMP-0180,Ananya Banerjee,Operations,CC-OPS-001,AGM,Kolkata,Project Review,Corporate Card,MAA,BLR,Chennai,Bangalore,,AI,IndiGo,AI301,Economy,,,,,,19238.04,INR,Yes,Yes,,,,Approved,Yes,
RPT-010291,Air Travel,22-10-2024,EMP-0023,Priya Nair,Operations,CC-OPS-002,Sr Manager,Chennai,Audit,Cash,BOM,HKG,Mumbai,Hong Kong,4261,CX,Cathay Pacific,CX949,Economy,,,,,,40110.25,EUR,Yes,Yes,,0.195,830.89,Approved,Yes,
RPT-010292,Air Travel,08-05-2024,EMP-0141,Sanjay Gupta,Strategy,CC-STR-001,CEO,Mumbai,Audit,Corporate Card,DEL,SIN,Delhi,Singapore,,SQ,Singapore Airlines,SQ564,Business,,,,,,226917.57,AED,Yes,Yes,,,,Pending,Yes,
RPT-010293,Ground - Bus,21-04-2024,EMP-0023,Priya Nair,Operations,CC-OPS-002,Sr Manager,Chennai,Conference,Corporate Card,,,,,,,,,,,,,,Bus,2870.51,INR,Yes,Yes,,0.17,13.77,Approved,Yes,
RPT-010294,Hotel,13-11-2023,EMP-0067,Sunita Reddy,HR,CC-HR-001,Director HR,Hyderabad,Project Review,Cash,,,,,,,,,,Lemon Tree,Hyderabad,13-11-2023,14-11-2023,,6319.1,INR,Yes,Yes,,20.5,20.5,Rejected,Yes,
RPT-010295,Air Travel,20-11-2023,EMP-0206,Lakshmi Pillai,R&D,CC-RND-001,Scientist,Bangalore,Project Review,Corporate Card,BOM,CCU,Mumbai,Kolkata,1672,6E,Air India,6E549,First,,,,,,61984.35,INR,Yes,No,Domestic business/first not permitted without VP approval,0.255,852.72,Approved,No,
RPT-010296,Air Travel,11-02-2023,EMP-0167,Rohit Joshi,Finance,CC-FIN-002,Analyst,Pune,Site Visit,Personal Card,BOM,MAA,Mumbai,Chennai,1337,6E,Air India,6E744,Business,,,,,,33513.01,INR,Yes,No,Domestic business/first not permitted without VP approval,0.255,681.87,Approved,Yes,
RPT-010297,Air Travel,03-06-2024,EMP-0154,Deepa Krishnan,Projects,CC-PRJ-002,Project Lead,Chennai,Client Meeting,Corporate Card,DEL,SIN,Delhi,Singapore,4101,SQ,Singapore Airlines,SQ765,Business,,,,,,299618.03,INR,Yes,Yes,,0.585,4798.17,Approved,Yes,
RPT-010298,Hotel,12-06-2023,EMP-0219,Nikhil Desai,Procurement,CC-PRO-002,Analyst,Mumbai,Training,Corporate Card,,,,,,,,,,The Leela Palace,Bangalore,12-06-2023,14-06-2023,,43172.24,INR,Yes,No,Hotel rate exceeds INR 15000/night policy cap,20.5,41,Approved,Yes,
RPT-010299,Hotel,08-03-2023,EMP-0141,Sanjay Gupta,Strategy,CC-STR-001,CEO,Mumbai,Internal Meeting,Cash,,,,,,,,,,Park Hyatt,Hyderabad,08-03-2023,10-03-2023,,38114.86,INR,Yes,No,Hotel rate exceeds INR 15000/night policy cap,20.5,41,Approved,Yes,
RPT-010300,Air Travel,11-07-2023,EMP-0219,Nikhil Desai,Procurement,CC-PRO-002,Analyst,Mumbai,Client Meeting,Personal Card,DEL,SIN,Delhi,Singapore,4101,SQ,Singapore Airlines,SQ312,Business,,,,,,326333.67,INR,Yes,Yes,,0.585,2399.09,Rejected,Yes,
RPT-010301,Ground - Ola Outstation,28-09-2024,EMP-0089,Vikram Singh,IT,CC-IT-002,CTO,Delhi,Training,Personal Card,,,,,,,,,,,,,,Ola Outstation,6347.85,INR,Yes,Yes,,0.17,65.79,Rejected,No,
RPT-010302,Air Travel,10-08-2024,EMP-0067,Sunita Reddy,HR,CC-HR-001,Director HR,Hyderabad,Board Meeting,Corporate Card,DEL,CDG,Delhi,Paris,6567,AF,Air France,AF304,Economy,,,,,,39492.42,EUR,Yes,Yes,,0.195,2561.13,Approved,Yes,
RPT-010303,Hotel,15-04-2024,EMP-0089,Vikram Singh,IT,CC-IT-002,CTO,Delhi,Client Meeting,Corporate Card,,,,,,,,,,Lemon Tree,Hyderabad,15-04-2024,18-04-2024,,18368.64,INR,Yes,Yes,,20.5,61.5,Approved,Yes,
RPT-010304,Hotel,28-02-2023,EMP-0193,Suresh Kumar,Sales,CC-SAL-001,Regional Head,Delhi,Board Meeting,Personal Card,,,,,,,,,,Marriott Whitefield,Bangalore,28-02-2023,03-03-2023,,37997.91,INR,Yes,Yes,,20.5,61.5,Pending,Yes,
RPT-010305,Hotel,19-07-2023,EMP-0167,Rohit Joshi,Finance,CC-FIN-002,Analyst,Pune,Client Meeting,Personal Card,,,,,,,,,,ITC Royal Bengal,Kolkata,19-07-2023,20-07-2023,,12716.27,INR,Yes,Yes,,20.5,20.5,Pending,Yes,
RPT-010306,Air Travel,25-02-2024,EMP-0128,Kavitha Menon,Legal,CC-LEG-001,Head Legal,Bangalore,Project Review,Corporate Card,DEL,CDG,Delhi,Paris,6567,AF,Air France,AF581,Economy,,,,,,44040.2,INR,Yes,Yes,,0.195,1280.57,Approved,Yes,
RPT-010307,Hotel,03-10-2024,EMP-0067,Sunita Reddy,HR,CC-HR-001,Director HR,Hyderabad,Conference,Corporate Card,,,,,,,,,,Lemon Tree,Ahmedabad,03-10-2024,05-10-2024,,12671.62,INR,Yes,Yes,,20.5,41,Approved,Yes,
RPT-010308,Hotel,31-01-2023,EMP-0115,Arun Patel,Sales,CC-SAL-003,Sales Director,Ahmedabad,Project Review,Cash,,,,,,,,,,ITC Royal Bengal,Kolkata,31-01-2023,01-02-2023,,13526.98,INR,Yes,Yes,,20.5,20.5,Pending,Yes,
RPT-010309,Hotel,06-06-2024,EMP-0167,Rohit Joshi,Finance,CC-FIN-002,Analyst,Pune,Audit,Corporate Card,,,,,,,,,,ITC Gardenia,Bangalore,06-06-2024,08-06-2024,,33681.36,INR,Yes,No,Hotel rate exceeds INR 15000/night policy cap,20.5,41,Approved,No,
RPT-010310,Hotel,07-11-2024,EMP-0219,Nikhil Desai,Procurement,CC-PRO-002,Analyst,Mumbai,Training,Corporate Card,,,,,,,,,,The Gateway Hotel,Ahmedabad,07-11-2024,10-11-2024,,25799.82,INR,Yes,Yes,,20.5,61.5,Approved,No,
RPT-010311,Air Travel,04-10-2023,EMP-0219,Nikhil Desai,Procurement,CC-PRO-002,Analyst,Mumbai,Training,Cash,MAA,HYD,Chennai,Hyderabad,628,6E,Air India,6E415,Business,,,,,,35554.54,INR,Yes,No,Domestic business/first not permitted without VP approval,0.255,160.14,Approved,Yes,
RPT-010312,Hotel,13-04-2024,EMP-0206,Lakshmi Pillai,R&D,CC-RND-001,Scientist,Bangalore,Site Visit,Personal Card,,,,,,,,,,ITC Kohenur,Hyderabad,13-04-2024,15-04-2024,,38030.58,INR,Yes,No,Hotel rate exceeds INR 15000/night policy cap,20.5,41,Approved,Yes,
RPT-010313,Ground - Uber/Ola,06-11-2024,EMP-0180,Ananya Banerjee,Operations,CC-OPS-001,AGM,Kolkata,Project Review,Corporate Card,,,,,,,,,,,,,,Uber/Ola,6930.18,INR,Yes,Yes,,,,Approved,Yes,
RPT-010314,Air Travel,17-01-2023,EMP-0067,Sunita Reddy,HR,CC-HR-001,Director HR,Hyderabad,Client Meeting,Corporate Card,BOM,HYD,Mumbai,Hyderabad,,AI,IndiGo,AI898,Business,,,,,,44120.41,INR,Yes,No,Domestic business/first not permitted without VP approval,,,Pending,Yes,
RPT-010315,Air Travel,30-06-2023,EMP-0045,Amit Kulkarni,Supply Chain,CC-SCM-001,Manager,Pune,Training,Corporate Card,BOM,AMD,Mumbai,Ahmedabad,,AI,Air India,AI274,Business,,,,,,27078.23,INR,Yes,No,Domestic business/first not permitted without VP approval,,,Approved,Yes,
RPT-010316,Hotel,12-02-2024,EMP-0167,Rohit Joshi,Finance,CC-FIN-002,Analyst,Pune,Board Meeting,Corporate Card,,,,,,,,,,Hampton Inn,New York,12-02-2024,16-02-2024,,926.28,USD,Yes,Yes,,20.5,82,Approved,No,
RPT-010317,Hotel,17-06-2023,EMP-0141,Sanjay Gupta,Strategy,CC-STR-001,CEO,Mumbai,Tender Submission,Corporate Card,,,,,,,,,,Novotel Pune,Pune,17-06-2023,20-06-2023,,28606.5,INR,Yes,Yes,,20.5,61.5,Approved,Yes,
RPT-010318,Hotel,15-12-2024,EMP-0128,Kavitha Menon,Legal,CC-LEG-001,Head Legal,Bangalore,Training,Cash,,,,,,,,,,Taj West End,Bangalore,15-12-2024,16-12-2024,,22956.16,INR,Yes,No,Hotel rate exceeds INR 15000/night policy cap,20.5,20.5,Approved,Yes,
RPT-010319,Air Travel,06-07-2024,EMP-0154,Deepa Krishnan,Projects,CC-PRJ-002,Project Lead,Chennai,Conference,Corporate Card,DEL,MAA,Delhi,Chennai,2182,AI,IndiGo,AI516,First,,,,,,87323.2,INR,Yes,No,Domestic business/first not permitted without VP approval,0.255,1112.82,Approved,Yes,
RPT-010320,Air Travel,28-05-2024,EMP-0167,Rohit Joshi,Finance,CC-FIN-002,Analyst,Pune,Conference,Corporate Card,DEL,BLR,Delhi,Bangalore,2082,6E,Air India,6.00E+120,Business,,,,,,28753.42,INR,Yes,No,Domestic business/first not permitted without VP approval,0.255,1061.82,Approved,Yes,
RPT-010321,Hotel,01-08-2024,EMP-0115,Arun Patel,Sales,CC-SAL-003,Sales Director,Ahmedabad,Training,Personal Card,,,,,,,,,,Lemon Tree,Hyderabad,01-08-2024,02-08-2024,,7907.8,INR,Yes,Yes,,20.5,20.5,Pending,Yes,
RPT-010322,Hotel,29-04-2024,EMP-0219,Nikhil Desai,Procurement,CC-PRO-002,Analyst,Mumbai,Conference,Cash,,,,,,,,,,Marriott JBR,Dubai,29-04-2024,01-05-2024,,787.69,EUR,Yes,Yes,,20.5,41,Approved,Yes,
RPT-010323,Air Travel,24-07-2024,EMP-0206,Lakshmi Pillai,R&D,CC-RND-001,Scientist,Bangalore,Client Meeting,Personal Card,BOM,DXB,Mumbai,Dubai,,EK,Emirates,EK313,Business,,,,,,442700.23,INR,Yes,Yes,,,,Approved,Yes,
RPT-010324,Ground - Auto Rickshaw,22-12-2024,EMP-0023,Priya Nair,Operations,CC-OPS-002,Sr Manager,Chennai,Training,Corporate Card,,,,,,,,,,,,,,Auto Rickshaw,4913.2,INR,Yes,Yes,,0.149,2.09,Rejected,Yes,
RPT-010325,Air Travel,06-05-2024,EMP-0045,Amit Kulkarni,Supply Chain,CC-SCM-001,Manager,Pune,Project Review,Personal Card,BOM,MAA,Mumbai,Chennai,,6E,Air India,6E859,Economy,,,,,,6778,INR,Yes,Yes,,,,Approved,Yes,
RPT-010326,Air Travel,29-10-2024,EMP-0180,Ananya Banerjee,Operations,CC-OPS-001,AGM,Kolkata,Client Meeting,Corporate Card,BOM,CCU,Mumbai,Kolkata,1672,6E,Air India,6E590,Business,,,,,,27829.34,INR,Yes,No,Domestic business/first not permitted without VP approval,0.255,852.72,Approved,Yes,
RPT-010327,Air Travel,19-11-2024,EMP-0115,Arun Patel,Sales,CC-SAL-003,Sales Director,Ahmedabad,Conference,Corporate Card,BOM,HYD,Mumbai,Hyderabad,,AI,IndiGo,AI123,Business,,,,,,44976.45,INR,Yes,No,Domestic business/first not permitted without VP approval,,,Rejected,Yes,
RPT-010328,Hotel,05-01-2024,EMP-0128,Kavitha Menon,Legal,CC-LEG-001,Head Legal,Bangalore,Client Meeting,Personal Card,,,,,,,,,,ITC Gardenia,Bangalore,05-01-2024,09-01-2024,,86050.2,INR,Yes,No,Hotel rate exceeds INR 15000/night policy cap,20.5,82,Approved,Yes,
RPT-010329,Air Travel,05-11-2023,EMP-0045,Amit Kulkarni,Supply Chain,CC-SCM-001,Manager,Pune,Conference,Corporate Card,BOM,DEL,Mumbai,Delhi,1415,AI,IndiGo,AI242,Business,,,,,,22779.2,INR,Yes,No,Domestic business/first not permitted without VP approval,0.255,360.82,Approved,Yes,
RPT-010330,Air Travel,30-10-2023,EMP-0045,Amit Kulkarni,Supply Chain,CC-SCM-001,Manager,Pune,Conference,Corporate Card,DEL,DXB,Delhi,Dubai,,EK,Emirates,EK687,Economy,,,,,,33784.39,INR,Yes,Yes,,,,Approved,No,
RPT-010331,Hotel,26-07-2024,EMP-0067,Sunita Reddy,HR,CC-HR-001,Director HR,Hyderabad,Audit,Cash,,,,,,,,,,Marriott Pacific Place,Hong Kong,26-07-2024,28-07-2024,,86878.44,INR,Yes,Yes,,20.5,41,Approved,Yes,
RPT-010332,Air Travel,19-10-2023,EMP-0102,Meera Iyer,Procurement,CC-PRO-001,GM Procurement,Mumbai,Tender Submission,Cash,BOM,HKG,Mumbai,Hong Kong,4261,CX,Cathay Pacific,CX483,Business,,,,,,237834.86,INR,Yes,Yes,,0.585,4985.37,Approved,Yes,
RPT-010333,Air Travel,04-11-2023,EMP-0193,Suresh Kumar,Sales,CC-SAL-001,Regional Head,Delhi,Site Visit,Corporate Card,MAA,BLR,Chennai,Bangalore,,AI,IndiGo,AI781,Business,,,,,,49192.72,INR,Yes,No,Domestic business/first not permitted without VP approval,,,Approved,No,
RPT-010334,Hotel,30-12-2024,EMP-0219,Nikhil Desai,Procurement,CC-PRO-002,Analyst,Mumbai,Site Visit,Cash,,,,,,,,,,Marriott Tokyo,Tokyo,30-12-2024,31-12-2024,,642.86,USD,Yes,Yes,,20.5,20.5,Approved,Yes,
RPT-010335,Hotel,13-10-2024,EMP-0011,Rajesh Sharma,Finance,CC-FIN-001,VP Finance,Mumbai,Board Meeting,Personal Card,,,,,,,,,,Park Hyatt,Hyderabad,13-10-2024,16-10-2024,,55565.97,INR,Yes,No,Hotel rate exceeds INR 15000/night policy cap,20.5,61.5,Rejected,No,
RPT-010336,Ground - Bus,11-09-2023,EMP-0115,Arun Patel,Sales,CC-SAL-003,Sales Director,Ahmedabad,Training,Corporate Card,,,,,,,,,,,,,,Bus,5456.31,INR,Yes,Yes,,,,Approved,Yes,
RPT-010337,Hotel,21-05-2024,EMP-0141,Sanjay Gupta,Strategy,CC-STR-001,CEO,Mumbai,Client Meeting,Corporate Card,,,,,,,,,,Taj Falaknuma,Hyderabad,21-05-2024,26-05-2024,,174266.6,INR,Yes,No,Hotel rate exceeds INR 15000/night policy cap,20.5,102.5,Approved,Yes,
RPT-010338,Air Travel,11-06-2024,EMP-0011,Rajesh Sharma,Finance,CC-FIN-001,VP Finance,Mumbai,Audit,Cash,DEL,BLR,Delhi,Bangalore,,6E,Air India,6E848,Economy,,,,,,15510.03,INR,Yes,Yes,,,,Approved,Yes,
RPT-010339,Hotel,03-12-2023,EMP-0219,Nikhil Desai,Procurement,CC-PRO-002,Analyst,Mumbai,Audit,Corporate Card,,,,,,,,,,Lemon Tree Premier,Delhi,03-12-2023,05-12-2023,,13341.4,INR,Yes,Yes,,20.5,41,Approved,Yes,
RPT-010340,Hotel,28-01-2024,EMP-0167,Rohit Joshi,Finance,CC-FIN-002,Analyst,Pune,Training,Corporate Card,,,,,,,,,,Hyatt Regency,Kolkata,28-01-2024,01-02-2024,,50694.88,INR,Yes,Yes,,20.5,82,Rejected,No,
RPT-010341,Hotel,17-06-2023,EMP-0128,Kavitha Menon,Legal,CC-LEG-001,Head Legal,Bangalore,Internal Meeting,Corporate Card,,,,,,,,,,Premier Inn,Dubai,17-06-2023,20-06-2023,,443.76,EUR,Yes,Yes,,20.5,61.5,Approved,No,
RPT-010342,Air Travel,24-04-2024,EMP-0193,Suresh Kumar,Sales,CC-SAL-001,Regional Head,Delhi,Client Meeting,Corporate Card,BOM,FRA,Mumbai,Frankfurt,6200,LH,Lufthansa,LH181,Economy,,,,,,40809.8,INR,Yes,Yes,,0.195,2418,Approved,No,
RPT-010343,Air Travel,09-06-2023,EMP-0180,Ananya Banerjee,Operations,CC-OPS-001,AGM,Kolkata,Conference,Corporate Card,BOM,DEL,Mumbai,Delhi,1415,AI,IndiGo,AI662,Economy,,,,,,7009.55,INR,Yes,Yes,,0.255,721.65,Approved,Yes,
RPT-010344,Air Travel,02-02-2023,EMP-0023,Priya Nair,Operations,CC-OPS-002,Sr Manager,Chennai,Tender Submission,Personal Card,DEL,CCU,Delhi,Kolkata,,6E,IndiGo,6E538,Business,,,,,,25827.48,INR,Yes,No,Domestic business/first not permitted without VP approval,,,Rejected,No,
RPT-010345,Air Travel,13-11-2023,EMP-0102,Meera Iyer,Procurement,CC-PRO-001,GM Procurement,Mumbai,Tender Submission,Corporate Card,BOM,CCU,Mumbai,Kolkata,1672,6E,Air India,6E488,Business,,,,,,39348.07,INR,Yes,No,Domestic business/first not permitted without VP approval,0.255,852.72,Approved,Yes,
RPT-010346,Hotel,03-07-2024,EMP-0089,Vikram Singh,IT,CC-IT-002,CTO,Delhi,Audit,Corporate Card,,,,,,,,,,Taj Coromandel,Chennai,03-07-2024,06-07-2024,,49029.72,INR,Yes,No,Hotel rate exceeds INR 15000/night policy cap,20.5,61.5,Pending,Yes,
RPT-010347,Air Travel,02-07-2024,EMP-0154,Deepa Krishnan,Projects,CC-PRJ-002,Project Lead,Chennai,Client Meeting,Cash,DEL,BLR,Delhi,Bangalore,2082,6E,Air India,6E542,Business,,,,,,29475.21,INR,Yes,No,Domestic business/first not permitted without VP approval,0.255,530.91,Rejected,Yes,
RPT-010348,Air Travel,15-06-2023,EMP-0219,Nikhil Desai,Procurement,CC-PRO-002,Analyst,Mumbai,Conference,Corporate Card,DEL,JFK,Delhi,New York,,UA,United Airlines,UA874,Economy,,,,,,74558.1,INR,Yes,Yes,,,,Approved,Yes,
RPT-010349,Air Travel,21-02-2023,EMP-0102,Meera Iyer,Procurement,CC-PRO-001,GM Procurement,Mumbai,Project Review,Cash,BLR,HYD,Bangalore,Hyderabad,569,6E,IndiGo,6E659,Business,,,,,,24261.67,INR,Yes,No,Domestic business/first not permitted without VP approval,0.255,290.19,Approved,Yes,
RPT-010350,Hotel,20-05-2023,EMP-0193,Suresh Kumar,Sales,CC-SAL-001,Regional Head,Delhi,Project Review,Cash,,,,,,,,,,Hilton Chennai,Chennai,20-05-2023,25-05-2023,,62110.15,INR,Yes,Yes,,20.5,102.5,Approved,Yes,
RPT-010351,Hotel,26-05-2023,EMP-0102,Meera Iyer,Procurement,CC-PRO-001,GM Procurement,Mumbai,Project Review,Corporate Card,,,,,,,,,,The Westin,Chennai,26-05-2023,27-05-2023,,13129.84,INR,Yes,Yes,,20.5,20.5,Approved,Yes,
RPT-010352,Air Travel,17-01-2024,EMP-0219,Nikhil Desai,Procurement,CC-PRO-002,Analyst,Mumbai,Training,Cash,MAA,BLR,Chennai,Bangalore,347,AI,IndiGo,AI223,Business,,,,,,48410.55,INR,Yes,No,Domestic business/first not permitted without VP approval,0.255,88.48,Approved,Yes,
RPT-010353,Air Travel,13-12-2024,EMP-0141,Sanjay Gupta,Strategy,CC-STR-001,CEO,Mumbai,Client Meeting,Corporate Card,BOM,CCU,Mumbai,Kolkata,1672,6E,Air India,6.00E+230,Business,,,,,,32172.38,INR,Yes,No,Domestic business/first not permitted without VP approval,0.255,426.36,Approved,Yes,
RPT-010354,Air Travel,09-09-2024,EMP-0180,Ananya Banerjee,Operations,CC-OPS-001,AGM,Kolkata,Conference,Corporate Card,BOM,HYD,Mumbai,Hyderabad,,AI,IndiGo,AI699,Business,,,,,,23957.17,INR,Yes,No,Domestic business/first not permitted without VP approval,,,Approved,No,
RPT-010355,Hotel,22-10-2023,EMP-0141,Sanjay Gupta,Strategy,CC-STR-001,CEO,Mumbai,Project Review,Corporate Card,,,,,,,,,,The Lalit,Kolkata,22-10-2023,25-10-2023,,38437.47,INR,Yes,Yes,,20.5,61.5,Approved,Yes,
RPT-010356,Ground - Auto Rickshaw,24-02-2023,EMP-0089,Vikram Singh,IT,CC-IT-002,CTO,Delhi,Project Review,Corporate Card,,,,,,,,,,,,,,Auto Rickshaw,1402.19,INR,Yes,Yes,,0.149,2.83,Approved,Yes,
RPT-010357,Air Travel,03-06-2023,EMP-0154,Deepa Krishnan,Projects,CC-PRJ-002,Project Lead,Chennai,Site Visit,Corporate Card,MAA,BLR,Chennai,Bangalore,347,AI,IndiGo,AI901,Economy,,,,,,11934.78,INR,Yes,Yes,,0.255,88.48,Approved,Yes,
RPT-010358,Ground - Uber/Ola,08-08-2024,EMP-0206,Lakshmi Pillai,R&D,CC-RND-001,Scientist,Bangalore,Internal Meeting,Personal Card,,,,,,,,,,,,,,Uber/Ola,2278.86,INR,Yes,Yes,,0.149,3.72,Approved,Yes,
RPT-010359,Air Travel,04-06-2023,EMP-0154,Deepa Krishnan,Projects,CC-PRJ-002,Project Lead,Chennai,Board Meeting,Corporate Card,BOM,DEL,Mumbai,Delhi,1415,AI,IndiGo,AI805,Economy,,,,,,18377.68,INR,Yes,Yes,,0.255,721.65,Approved,Yes,
RPT-010360,Air Travel,01-01-2024,EMP-0102,Meera Iyer,Procurement,CC-PRO-001,GM Procurement,Mumbai,Training,Cash,DEL,AMD,Delhi,Ahmedabad,,6E,SpiceJet,6.00E+284,Economy,,,,,,7118.92,INR,Yes,Yes,,,,Approved,Yes,
RPT-010361,Hotel,28-02-2024,EMP-0023,Priya Nair,Operations,CC-OPS-002,Sr Manager,Chennai,Client Meeting,Cash,,,,,,,,,,Marriott Champs-Elysees,Paris,28-02-2024,01-03-2024,,120904.62,INR,Yes,Yes,,20.5,41,Approved,Yes,
RPT-010362,Ground - Taxi,25-08-2023,EMP-0115,Arun Patel,Sales,CC-SAL-003,Sales Director,Ahmedabad,Project Review,Corporate Card,,,,,,,,,,,,,,Taxi,304.33,INR,Yes,Yes,,,,Rejected,Yes,
RPT-010363,Ground - Auto Rickshaw,20-07-2023,EMP-0102,Meera Iyer,Procurement,CC-PRO-001,GM Procurement,Mumbai,Board Meeting,Personal Card,,,,,,,,,,,,,,Auto Rickshaw,3072.38,INR,Yes,Yes,,,,Pending,No,
RPT-010364,Hotel,15-07-2024,EMP-0154,Deepa Krishnan,Projects,CC-PRJ-002,Project Lead,Chennai,Tender Submission,Corporate Card,,,,,,,,,,Lemon Tree,Hyderabad,15-07-2024,20-07-2024,,36505.25,INR,Yes,Yes,,20.5,102.5,Approved,Yes,
